Airport.Code,Airport.Name,Airline.Name,Claim.Type,Claim.Site,Item,Claim.Amount,Status,Close.Amount
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),249.95,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medical Equipment & Insturments,42.75,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,94.16,Approved,94.16
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,350,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Spirit Airlines,Passenger Property Loss,Checkpoint,GPS - Global Positioning System,398.48,Approved,398.48
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,23.5,Approved,23.5
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Medicines, Other",588.8,Approved,588.8
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Bedding - Linens and bedspreads, Clothing - Shoes, belts, accessories, etc., Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",711,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,300,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,400,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Jewelry - Fine",4350,Settled,2752.48
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,PDA - Personal Data Assistants,504.94,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",163.23,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,3200,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),310,Settled,244.97
ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,160,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Property Damage,Checked Baggage,Computer - Laptop,262.37,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Personal Injury,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",1000,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,79.9,Approved,79.9
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,"Clothing - Shoes, belts, accessories, etc.",25,Approved,25
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",24.99,Approved,24.99
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Handbags & Purses (leather or fabric),318.88,Approved,318.88
ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,"Cameras - Digital, Other",280,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Locks,6.99,Approved,6.99
ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",216.71,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Bedding - Other pillows,135.48,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",31.49,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",110.23,Settled,55.12
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),178,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,120,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",150,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Medical Equipment & Insturments,599,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,27.5,Settled,13.75
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,"Dishes, Pottery, Glassware, Plasticware",158,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",1250,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,50,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,500,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Computer - Laptop,1500,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.), Other, Stereo Items & Accessories, Tools - Manual (not in a vehicle)",1184,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",100,Settled,49.28
ATL,Hartsfield-Jackson Atlanta International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,"Brushes - Hair, Clothes, etc., Eyeglasses - (including contact lenses), Jewelry - Fine, Other",2876.65,Settled,951.5
ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Medical Equipment & Insturments,264.77,Settled,157.94
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,600,Settled,300
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,21.4,Approved,21.4
ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Luggage (all types including footlockers),39.99,Approved,39.99
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,"Alcoholic beverages, Luggage (all types including footlockers), Other",285,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,1079,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Computer - Laptop, Other",1999.43,Settled,999.72
ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,"Bags - Fabric, plastic, etc. (not purses), Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",1500,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Cameras - Digital,370.99,Settled,185.5
ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Other,15,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,USAir,Passenger Property Loss,Checked Baggage,"Handbags & Purses (leather or fabric), Jewelry - Fine, Other",1443.63,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Jewelry - Costume, Other",817,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Personal Injury,Checkpoint,Other,7000,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc., Cosmetics - Perfume, toilet articles, medicines, soaps, etc.",112.99,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),180,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,235.91,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,80,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Cell Phones, Clothing - Shoes, belts, accessories, etc.",178.57,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,"Luggage (all types including footlockers), Other",150,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Lufthansa,Property Damage,Checkpoint,Cell Phones,400,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,"Kitchen Utensils -Pots, Pans, Knives (heavy aluminum, cast iron, etc.)",194.85,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,"Eyeglasses - (including contact lenses), Other",175,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Clothing - Shoes, belts, accessories, etc., Computer - Laptop, Eyeglasses - (including contact lenses), Handbags & Purses (leather or fabric)",3362.72,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",82,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,9.34,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Northwest Airlines,Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",36.38,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Clothing - Shoes, belts, accessories, etc., Computer - Laptop, Handbags & Purses (leather or fabric)",4000,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,80,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,992.52,Settled,297.13
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Handbags & Purses (leather or fabric),95.04,Approved,95.04
ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",40,Approved,40
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",217.28,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Cameras - Digital, Cameras - Non-electronic (Camera supplies, lenses, projectors, etc.)",364.98,Settled,182.49
ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2115.94,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,6.49,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,USAir,Property Damage,Checked Baggage,"Tools - Power (including air tools, not in a vehicle)",215,Approved,215
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Other,533.36,Approved,533.36
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,450,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),180,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,250,Settled,150
ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,40,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,250,Settled,110
ATL,Hartsfield-Jackson Atlanta International Airport,Continental Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,400,Settled,352.86
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Jewelry - Costume,20,Approved,20
ATL,Hartsfield-Jackson Atlanta International Airport,Air Tran Airlines(do not use),Property Damage,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",377.63,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,DVD/CD Players,208.82,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,599,Settled,299.5
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,"MP3 Players-(iPods, etc)",400,Approved,400
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,10.29,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,406.96,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checked Baggage,DVD/CD Players,20,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checked Baggage,"Sporting Equipment & Supplies (footballs, parachutes, etc.)",100,Approved,100
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),170,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,62.78,Settled,31.39
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Cosmetics - Perfume, toilet articles, medicines, soaps, etc., Other",74.02,Approved,74.02
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Currency,2500,Denied,0
ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Clothing - Shoes, belts, accessories, etc.",1250,Denied,0
